Component,Timestamp(us),Total Allocated(MB),Total Reserved(MB),Total Active(MB),Stream Ptr,Device Type
PTA,1783598303374910.700	,3332.5009765625,9626.0,3332.5009765625,61,NPU:3
PTA+GE,1783598303374910.700	,3332.5009765625,9626.0,3332.5009765625,61,NPU:3
PTA,1783598303374911.110	,3332.5009765625,9626.0,3332.5009765625,61,NPU:3
PTA+GE,1783598303374911.110	,3332.5009765625,9626.0,3332.5009765625,61,NPU:3
PTA,1783598303375131.851	,3716.5009765625,9626.0,3716.5009765625,61,NPU:3
PTA+GE,1783598303375131.851	,3716.5009765625,9626.0,3716.5009765625,61,NPU:3
PTA,1783598303375165.552	,3716.50146484375,9626.0,3716.50146484375,61,NPU:3
PTA+GE,1783598303375165.552	,3716.50146484375,9626.0,3716.50146484375,61,NPU:3
PTA,1783598303375194.625	,3716.5009765625,9626.0,3716.5009765625,61,NPU:3
PTA+GE,1783598303375194.625	,3716.5009765625,9626.0,3716.5009765625,61,NPU:3
PTA,1783598303375195.116	,3716.5009765625,9626.0,3716.5009765625,61,NPU:3
PTA+GE,1783598303375195.116	,3716.5009765625,9626.0,3716.5009765625,61,NPU:3
PTA,1783598303375259.663	,3722.5009765625,9626.0,3722.5009765625,61,NPU:3
PTA+GE,1783598303375259.663	,3722.5009765625,9626.0,3722.5009765625,61,NPU:3
PTA,1783598303375288.186	,3722.50146484375,9626.0,3722.50146484375,61,NPU:3
PTA+GE,1783598303375288.186	,3722.50146484375,9626.0,3722.50146484375,61,NPU:3
PTA,1783598303375315.467	,3722.5009765625,9626.0,3722.5009765625,61,NPU:3
PTA+GE,1783598303375315.467	,3722.5009765625,9626.0,3722.5009765625,61,NPU:3
PTA,1783598303375315.867	,3722.5009765625,9626.0,3722.5009765625,61,NPU:3
PTA+GE,1783598303375315.867	,3722.5009765625,9626.0,3722.5009765625,61,NPU:3
PTA,1783598303375382.417	,3728.5009765625,9626.0,3728.5009765625,61,NPU:3
PTA+GE,1783598303375382.417	,3728.5009765625,9626.0,3728.5009765625,61,NPU:3
PTA,1783598303375437.530	,3744.50146484375,9626.0,3744.50146484375,61,NPU:3
PTA+GE,1783598303375437.530	,3744.50146484375,9626.0,3744.50146484375,61,NPU:3
PTA,1783598303375463.799	,3728.5009765625,9626.0,3728.5009765625,61,NPU:3
PTA+GE,1783598303375463.799	,3728.5009765625,9626.0,3728.5009765625,61,NPU:3
PTA,1783598303375464.400	,3728.5009765625,9626.0,3728.5009765625,61,NPU:3
PTA+GE,1783598303375464.400	,3728.5009765625,9626.0,3728.5009765625,61,NPU:3
PTA,1783598303375467.975	,3722.5009765625,9626.0,3722.5009765625,61,NPU:3
PTA+GE,1783598303375467.975	,3722.5009765625,9626.0,3722.5009765625,61,NPU:3
PTA,1783598303375468.556	,3722.5009765625,9626.0,3722.5009765625,61,NPU:3
PTA+GE,1783598303375468.556	,3722.5009765625,9626.0,3722.5009765625,61,NPU:3
PTA,1783598303375576.167	,4490.5009765625,9626.0,4490.5009765625,61,NPU:3
PTA+GE,1783598303375576.167	,4490.5009765625,9626.0,4490.5009765625,61,NPU:3
PTA,1783598303375602.737	,4490.50146484375,9626.0,4490.50146484375,61,NPU:3
PTA+GE,1783598303375602.737	,4490.50146484375,9626.0,4490.50146484375,61,NPU:3
PTA,1783598303375631.340	,4490.5009765625,9626.0,4490.5009765625,61,NPU:3
PTA+GE,1783598303375631.340	,4490.5009765625,9626.0,4490.5009765625,61,NPU:3
PTA,1783598303375631.921	,4490.5009765625,9626.0,4490.5009765625,61,NPU:3
PTA+GE,1783598303375631.921	,4490.5009765625,9626.0,4490.5009765625,61,NPU:3
PTA,1783598303376250.659	,4362.5009765625,9626.0,4362.5009765625,61,NPU:3
PTA+GE,1783598303376250.659	,4362.5009765625,9626.0,4362.5009765625,61,NPU:3
PTA,1783598303376251.360	,4362.5009765625,9626.0,4362.5009765625,61,NPU:3
PTA+GE,1783598303376251.360	,4362.5009765625,9626.0,4362.5009765625,61,NPU:3
PTA,1783598303376252.752	,4234.5009765625,9626.0,4234.5009765625,61,NPU:3
PTA+GE,1783598303376252.752	,4234.5009765625,9626.0,4234.5009765625,61,NPU:3
PTA,1783598303376253.503	,4234.5009765625,9626.0,4234.5009765625,61,NPU:3
PTA+GE,1783598303376253.503	,4234.5009765625,9626.0,4234.5009765625,61,NPU:3
PTA,1783598303376256.037	,4106.5009765625,9626.0,4106.5009765625,61,NPU:3
PTA+GE,1783598303376256.037	,4106.5009765625,9626.0,4106.5009765625,61,NPU:3
PTA,1783598303376256.588	,4106.5009765625,9626.0,4106.5009765625,61,NPU:3
PTA+GE,1783598303376256.588	,4106.5009765625,9626.0,4106.5009765625,61,NPU:3
PTA,1783598303376257.860	,3978.5009765625,9626.0,3978.5009765625,61,NPU:3
PTA+GE,1783598303376257.860	,3978.5009765625,9626.0,3978.5009765625,61,NPU:3
PTA,1783598303376258.550	,3978.5009765625,9626.0,3978.5009765625,61,NPU:3
PTA+GE,1783598303376258.550	,3978.5009765625,9626.0,3978.5009765625,61,NPU:3
PTA,1783598303376260.433	,3594.5009765625,9626.0,3594.5009765625,61,NPU:3
PTA+GE,1783598303376260.433	,3594.5009765625,9626.0,3594.5009765625,61,NPU:3
PTA,1783598303376261.234	,3594.5009765625,9626.0,3594.5009765625,61,NPU:3
PTA+GE,1783598303376261.234	,3594.5009765625,9626.0,3594.5009765625,61,NPU:3
PTA,1783598303376262.556	,3210.5009765625,9626.0,3210.5009765625,61,NPU:3
PTA+GE,1783598303376262.556	,3210.5009765625,9626.0,3210.5009765625,61,NPU:3
PTA,1783598303376262.957	,3210.5009765625,9626.0,3210.5009765625,61,NPU:3
PTA+GE,1783598303376262.957	,3210.5009765625,9626.0,3210.5009765625,61,NPU:3
PTA,1783598303376264.479	,2826.5009765625,9626.0,2826.5009765625,61,NPU:3
